,user_id,order_id,order_date,booking_date,order_status,device_id,dcity_code,acity_code,flight_time,flight_number,flight_date,flight_num_date,browsing_time,refund_rate,join_date,registered_time,count,certificate,flag
298,M2542641161,D00000524,2022/1/13 1:07,2022/1/13 0:00,R,frwbe-kp2fj-8aqfp-y5nty-kkof0,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,91,0.2202,2022-01-12 20:26:00,16860,1,G487267187877,0
299,M148432412,D00000395,2022/1/10 11:53,2022/1/10 0:00,S,i0fv2-17zsy-1nr5g-utjwr-zidvl,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,98,0.2202,2022-01-10 04:53:00,25200,1,G643312809890,0
300,M322920105,D00000056,2022/1/2 11:51,2022/1/2 0:00,S,2rb8c-pc171-u0r8e-jy2nk-chet5,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,118,0.2202,2022-01-22 04:37:00,19800,2,G446049798205,0
301,M2287061859,D00000516,2022/1/12 18:57,2022/1/12 0:00,S,yz4y9-8vfop-qk816-brl2r-qktwd,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,102,0.2202,2022-01-12 12:43:00,22440,1,G806785097975,0
302,M4414791596,D00000428,2022/1/10 23:00,2022/1/10 0:00,S,jxxdh-helwn-awlm5-quwra-a0lm9,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,117,0.2202,2022-01-08 08:20:00,27060,2,G338972099665,0
303,M584295465,D00000589,2022/1/14 15:23,2022/1/14 0:00,S,9i9fw-mt9h7-dr92r-iguuo-rr97s,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,104,0.2202,2022-01-14 08:22:00,25260,2,G510431006646,0
304,M297640410,D00000447,2022/1/11 12:06,2022/1/11 0:00,S,t8g7w-dzfwr-lwkz3-m584j-duf6v,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,104,0.2202,2022-01-11 05:26:00,24000,1,G194055732998,0
305,M488418541,D00000556,2022/1/13 18:37,2022/1/13 0:00,S,61x7j-aaq4h-huz1g-30tbz-zy1sh,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,122,0.2202,2022-01-13 14:34:00,14580,1,G324225814601,0
306,M2628313633,D00000486,2022/1/12 3:20,2022/1/12 0:00,R,rx9lp-6qeh7-hht5n-z9orz-qak31,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,125,0.2202,2022-01-21 19:50:00,25980,2,G645250604216,0
307,M489982406,D00000390,2022/1/10 10:14,2022/1/10 0:00,S,l95z9-whgff-jbar0-j7x4h-sav5o,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,36,0.2202,2022-01-10 05:48:00,15960,1,G934960302947,0
308,M3245140924,D00000241,2022/1/6 14:39,2022/1/6 0:00,S,a0k4g-hlw5k-qzgrd-z07nt-2d2m1,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,112,0.2202,2022-01-06 07:43:00,24960,2,G946942207530,0
309,M2983717027,D00000599,2022/1/14 16:31,2022/1/14 0:00,S,onusr-1xyun-1vkew-ha1om-oq61h,SZX,NKG,2022/1/11 9:35,CZ6587,2022/1/11,CZ6587_2022-01-11,150,0.2202,2022-01-14 12:03:00,16080,1,G797747420562,0
310,M95503230,D00000605,2022/1/14 18:25,2022/1/14 0:00,R,6b07w-3gnbg-wsghx-6ii0k-e0ai8,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,111,0.2,2022-01-14 16:58:00,5220,1,G94323062,1
311,M544550965,D00000580,2022/1/14 12:41,2022/1/14 0:00,S,hxbxo-dxv3r-htany-4vttp-v88ja,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,130,0.2,2022-01-14 07:53:00,17280,1,G459799434348,0
312,M2235904617,D00000557,2022/1/13 18:44,2022/1/13 0:00,S,v7qys-620i0-a1n22-dpcst-uf0m7,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,115,0.2,2022-01-13 12:08:00,23760,1,G121918677286,0
313,M2961390495,D00000473,2022/1/11 20:14,2022/1/11 0:00,S,7wpvz-0avw7-jajoa-mgkev-luw1k,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,137,0.2,2022-01-10 12:19:00,25680,2,G157,1
314,M4559905424,D00000568,2022/1/14 0:20,2022/1/14 0:00,S,k51jd-3qkrj-8ixl7-igr2a-xhant,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,126,0.2,2022-01-13 18:03:00,22620,1,G487613202404,0
315,M2459015763,D00000475,2022/1/11 20:33,2022/1/11 0:00,S,lshb4-blf3h-gt08t-g3oyx-evxo2,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,29,0.2,2022-01-11 12:44:00,28140,1,G931474290492,1
316,M4141336971,D00000396,2022/1/10 11:53,2022/1/10 0:00,S,k4r4j-ur08e-21e8i-m4mo8-fd7dg,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,60,0.2,2022-01-10 06:12:00,20460,1,G463200836307,0
317,M231381637,D00000031,2022/1/1 17:59,2022/1/1 0:00,S,j3650-x3g65-jumgk-0oz22-58bca,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,54,0.2,2022-01-01 13:12:00,17220,1,G165063376825,0
318,M4127045898,D00000550,2022/1/13 16:23,2022/1/13 0:00,S,tqkcx-jibi0-xsqs8-gxgoy-gngsh,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,145,0.2,2022-01-13 11:18:00,18300,1,G486249526866,0
319,M2246737242,D00000001,2021/11/24 17:55,2021/11/24 0:00,S,xh7of-ob44e-3b9zc-0vjle-izknn,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,139,0.2,2021-11-24 11:06:00,24540,1,G973593940948,0
320,M4974688804,D00000565,2022/1/13 22:02,2022/1/13 0:00,S,czb9p-fvrry-hl0be-33gu2-p92mr,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,135,0.2,2022-01-15 23:13:00,30900,2,G289243351606,0
321,M152904049,D00000493,2022/1/12 10:45,2022/1/12 0:00,S,7zmhm-1vj86-n66cb-t40hg-ew2e1,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,126,0.2,2022-01-12 06:06:00,16740,1,G528187217949,0
322,M4930469165,D00000054,2022/1/2 11:34,2022/1/2 0:00,R,mu4gs-mfq8i-bnuk3-co33s-36jvs,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,77,0.2,2022-01-02 04:46:00,24480,1,G742193323348,0
323,M2872693815,D00000341,2022/1/8 21:12,2022/1/8 0:00,R,q7flr-v7pn2-4uqws-hyaih-keuh9,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,137,0.2,2022-01-08 15:18:00,21240,1,G267132604810,0
324,M456687727,D00000389,2022/1/10 10:14,2022/1/10 0:00,S,xlacq-k2hmp-0g290-ryx0z-z8l89,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,74,0.2,2022-01-10 05:09:00,18300,1,G365681430044,0
325,M4796349669,D00000355,2022/1/9 10:38,2022/1/9 0:00,S,xpp38-tzawn-2ovy5-c3p0k-gp47p,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,85,0.2,2022-01-09 04:36:00,21720,1,G047404173108,0
326,M3735132756,D00000541,2022/1/13 14:17,2022/1/13 0:00,S,t8bpi-cal3o-164ix-p6r69-dqj23,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,116,0.2,2022-01-13 08:33:00,20640,1,G300785220420,0
327,M128680640,D00000533,2022/1/13 11:46,2022/1/13 0:00,S,j80qp-u9m9l-k9gu9-ym05s-kpywi,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,83,0.2,2022-01-13 05:21:00,23100,1,G669759706874,0
328,M4963145310,D00000530,2022/1/13 11:15,2022/1/13 0:00,R,ezg6f-iuiiw-x5vh4-lb0ao-3wyid,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,109,0.2,2022-01-13 05:00:00,22500,1,G142791707506,0
329,M2987801094,D00000413,2022/1/10 16:44,2022/1/10 0:00,S,bvv2u-fmtwj-cxhiy-2o0l1-5evry,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,128,0.2,2022-01-10 10:35:00,22140,1,G833590030700,0
330,M300605166,D00000601,2022/1/14 17:27,2022/1/14 0:00,R,d9mck-ygowb-w1m0b-5qpov-60032,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,123,0.2,2022-01-14 08:22:00,32700,1,G378711259082,0
331,M216799853,D00000357,2022/1/9 12:01,2022/1/9 0:00,S,2wvdg-n5mti-22krz-z9whg-8nmpv,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,126,0.2,2022-01-09 06:29:00,19920,1,G776386642735,0
332,M344857846,D00000435,2022/1/11 7:10,2022/1/11 0:00,S,oy2j0-3vn49-2hnww-1h0ab-kcbwt,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,76,0.2,2022-01-11 03:54:00,11760,1,G290751725016,0
333,M2517527744,D00000621,2022/1/14 23:44,2022/1/14 0:00,S,366o3-yikf0-351wx-o9azf-i3t0b,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,67,0.2,2022-01-14 18:27:00,19020,1,G501470697506,0
334,M4769330341,D00000322,2022/1/8 15:16,2022/1/8 0:00,R,3vvua-lox6k-c0zw8-fciwn-59du6,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,81,0.2,2022-01-08 10:01:00,18900,1,G073300653138,0
335,M2755517705,D00000302,2022/1/7 21:34,2022/1/7 0:00,S,o8vxm-k3ftf-9oqbh-q2em6-2g60e,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,74,0.2,2022-01-07 13:42:00,28320,1,G099049539420,0
336,M3313460576,D00000591,2022/1/14 15:37,2022/1/14 0:00,S,ixkn1-077th-9m6pz-8nq2v-dsyan,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,154,0.2,2022-01-14 11:20:00,15420,1,G597219358625,0
337,M268892428,D00000617,2022/1/14 21:47,2022/1/14 0:00,S,35gxf-u8q96-qr5g0-09zik-c1mbj,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,116,0.2,2022-01-14 12:41:00,32760,1,G016586944920,0
338,M4218818798,D00000479,2022/1/11 21:12,2022/1/11 0:00,R,1k2wg-fnbwd-9qgtj-45o7w-nlizm,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,130,0.2,2022-01-11 14:44:00,23280,1,G678775600238,0
339,M3052271101,D00000490,2022/1/12 8:38,2022/1/12 0:00,S,9byzr-osuar-g2sm2-z9b2a-14dsu,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,68,0.2,2022-01-12 01:44:00,24840,1,G674294826717,0
340,M3413803468,D00000602,2022/1/14 17:34,2022/1/14 0:00,S,p076v-q45a4-15boh-6i085-7jogz,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,105,0.2,2022-01-14 10:56:00,23880,1,G167475307157,0
341,M615270479,D00000113,2022/1/3 17:33,2022/1/3 0:00,S,oriii-dayqm-zv1w1-5q8k6-1v77c,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,115,0.2,2022-01-03 10:38:00,24900,1,G448245649034,0
342,M448510303,D00000212,2022/1/5 18:34,2022/1/5 0:00,R,t3u39-gfryg-814ao-vuhwf-wlvpr,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,94,0.2,2022-01-05 17:40:00,3240,1,G183298486429,1
343,M3244593232,D00000102,2022/1/3 12:45,2022/1/3 0:00,S,4ingk-4lx7s-js9o5-aakxa-fb7pd,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,98,0.2,2022-01-03 03:13:00,34320,1,G116010663500,0
344,M2768355591,D00000646,2022/1/15 16:10,2022/1/15 0:00,S,olo9s-uio6g-zatov-jm9tm-723a1,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,80,0.2,2022-01-15 09:54:00,22560,1,G063042464343,0
345,M2236705576,D00000582,2022/1/14 12:58,2022/1/14 0:00,S,bur7f-ljos5-prwx8-qhcw6-c3ly3,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,106,0.2,2022-01-14 08:08:00,17400,1,G287827808902,0
346,M542909814,D00000566,2022/1/13 22:56,2022/1/13 0:00,S,jvfm2-5g53u-3tr1o-nijd6-2gzht,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,82,0.2,2022-01-13 17:16:00,20400,1,G354150000290,0
347,M2961888895,D00000337,2022/1/8 20:16,2022/1/8 0:00,S,f1pj0-zd1ix-93w1q-xe0bz-yfhhl,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,68,0.2,2022-01-08 18:58:00,4680,1,G238548019641,0
348,M3378343876,D00000622,2022/1/14 23:46,2022/1/14 0:00,S,lev4k-jod5g-jffnf-7krlc-zd6gh,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,98,0.2,2022-01-14 21:30:00,8160,1,G386493198776,0
349,M457915455,D00000006,2021/12/17 14:00,2021/12/17 0:00,R,pspn0-ikpif-zrkde-5j5p2-fm2eg,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,111,0.2,2021-12-17 06:40:00,26400,1,G115846486477,0
350,M242125975,D00000536,2022/1/13 12:02,2022/1/13 0:00,S,4l5wb-z6yqz-m4rdw-n6g8r-scfs2,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,83,0.2,2022-01-13 05:44:00,22680,1,G684674065663,0
351,M2444742054,D00000303,2022/1/7 21:38,2022/1/7 0:00,S,uhpm1-ti01a-muvg6-94577-aruo4,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,128,0.2,2022-01-07 16:06:00,19920,1,G057899596632,0
352,M312548714,D00000444,2022/1/11 11:29,2022/1/11 0:00,R,qwc0i-7dc29-wsoyk-lm486-2tvwl,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,123,0.2,2022-01-11 03:48:00,27660,1,G565023171823,0
353,M4992462111,D00000628,2022/1/15 9:00,2022/1/15 0:00,S,fiyml-94yta-0qm7t-qxx5w-tqwsg,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,114,0.2,2022-01-15 02:10:00,24600,1,G065759972834,0
354,M2511114531,D00000272,2022/1/7 10:13,2022/1/7 0:00,R,sijb1-g43f1-xnbgj-0t8m6-a44pa,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,126,0.2,2022-01-07 02:29:00,27840,1,G133556215847,0
355,M4356156467,D00000310,2022/1/8 0:30,2022/1/8 0:00,R,jtbez-585tv-oaltg-xaos9-wyxhx,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,104,0.2,2022-01-07 17:22:00,25680,1,G108396104207,0
356,M4928227490,D00000412,2022/1/10 15:55,2022/1/10 0:00,R,nubeo-3l1z2-ahfg9-toaaa-7esft,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,59,0.2,2022-01-10 10:05:00,21000,1,G372236168511,0
357,M3336814335,D00000560,2022/1/13 19:46,2022/1/13 0:00,S,bnc9o-8ygxi-rj0fl-a5gjo-iq7ob,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,107,0.2,2022-01-13 12:18:00,26880,1,G135460861577,0
358,M3593835685,D00000574,2022/1/14 11:03,2022/1/14 0:00,S,1jmyw-m6bgr-qweuq-wrefg-axjzl,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,73,0.2,2022-01-14 04:28:00,23700,1,G961807823974,0
359,M4151924726,D00000491,2022/1/12 9:24,2022/1/12 0:00,S,bj7ta-5jy9a-sbuon-9bhdp-03pac,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,101,0.2,2022-01-12 00:29:00,32100,1,G533101138135,0
360,M221163948,D00000464,2022/1/11 17:00,2022/1/11 0:00,S,ts6ro-vn9nw-psjzj-9avkl-azjir,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,90,0.2,2022-01-11 11:42:00,19080,1,G604659049851,0
361,M4409836840,D00000087,2022/1/3 8:25,2022/1/3 0:00,S,9oilv-38xws-kgm3x-773hx-bm65i,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,101,0.2,2022-01-03 00:56:00,26940,1,G914418686505,0
362,M519925173,D00000657,2022/1/15 20:28,2022/1/15 0:00,S,r38yy-9to8q-8z5qz-qxuve-htk6o,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,96,0.2,2022-01-15 14:48:00,20400,1,G210577725815,0
363,M225735660,D00000451,2022/1/11 13:45,2022/1/11 0:00,S,3ryg6-dag1i-6f3k2-sw5t1-3uq0h,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,143,0.2,2022-01-11 07:16:00,23340,1,G494823405157,0
364,M578564431,D00000528,2022/1/13 10:04,2022/1/13 0:00,S,m9n50-riz6q-zjwdt-9o4qy-8s0sk,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,80,0.2,2022-01-13 02:29:00,27300,1,G639797745861,0
365,M604555904,D00000554,2022/1/13 17:53,2022/1/13 0:00,S,spm0i-uptiq-ijs4c-p2rpn-octzq,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,147,0.2,2022-01-13 10:01:00,28320,1,G713404722370,0
366,M3837806263,D00000468,2022/1/11 18:51,2022/1/11 0:00,S,9pbtx-moeff-ilsbx-gy2h5-d42ji,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,91,0.2,2022-01-11 16:16:00,9300,1,G095848215461,0
367,M4959394478,D00000482,2022/1/11 21:53,2022/1/11 0:00,S,0ahbq-8klwc-gg2y7-wbh41-kh9m6,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,90,0.2,2022-01-26 06:51:00,22440,2,G308842254774,0
368,M2842712223,D00000144,2022/1/4 12:12,2022/1/4 0:00,R,w09uj-0zbcu-luqb2-kpzfj-u7xss,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,97,0.2,2022-01-04 06:51:00,19260,1,G638044645081,0
369,M3028751381,D00000569,2022/1/14 9:28,2022/1/14 0:00,S,65mwm-n4yx5-22820-b9xab-2f9rc,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,112,0.2,2022-01-14 01:56:00,27120,1,G225521209233,0
370,M2201842652,D00000603,2022/1/14 17:42,2022/1/14 0:00,S,ew1a5-nb5kh-bfj78-lin0e-lpgq3,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,115,0.2,2022-01-14 13:03:00,16740,1,G613215205390,0
371,M4007695967,D00000545,2022/1/13 15:02,2022/1/13 0:00,S,hjtby-zdj9x-f2zrl-47mxn-4f41z,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,82,0.2,2022-01-13 07:49:00,25980,1,G272042614176,0
372,M543280863,D00000559,2022/1/13 19:28,2022/1/13 0:00,S,trmzg-vcidg-ekw4p-iti5y-6euaw,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,124,0.2,2022-01-13 14:09:00,19140,1,G517834844064,0
373,M3033439538,D00000611,2022/1/14 19:59,2022/1/14 0:00,S,ug090-0gitk-k2zlx-gr5y3-6n360,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,72,0.2,2022-01-14 11:37:00,30120,1,G334409384020,1
374,M468069684,D00000534,2022/1/13 11:52,2022/1/13 0:00,S,gb5ey-0s092-lhliq-n6s4p-qgu77,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,93,0.2,2022-01-13 06:41:00,18660,1,G427744465516,0
375,M3228842165,D00000506,2022/1/12 14:04,2022/1/12 0:00,S,mdmy0-tqqdd-4iwvd-2ch96-zmyn2,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,53,0.2,2022-01-12 09:53:00,15060,1,G700658773220,0
376,M3535017991,D00000060,2022/1/2 13:39,2022/1/2 0:00,S,vq9nm-p53xf-op9gn-gas8f-e8ygf,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,78,0.2,2022-01-02 07:38:00,21660,1,G628524796523,0
377,M3355962932,D00000637,2022/1/15 12:38,2022/1/15 0:00,S,o4q1s-5omos-p54rk-budlt-s0f74,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,76,0.2,2022-01-15 04:10:00,30480,1,G354634907287,0
378,M308207930,D00000584,2022/1/14 13:25,2022/1/14 0:00,S,qicqh-by8ek-5sfwv-tui2t-vyqdo,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,127,0.2,2022-01-14 07:25:00,21600,1,G086302564318,0
379,M4961263192,D00000685,2022/1/16 15:32,2022/1/16 0:00,S,cdupf-ry95v-hxy57-d8oi8-vqfgu,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,91,0.2,2022-01-16 09:02:00,23400,1,G770011807507,0
380,M2218065142,D00000616,2022/1/14 21:19,2022/1/14 0:00,S,3grle-xahnv-8ehgg-ltyvx-o8x18,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,90,0.2,2022-01-14 18:10:00,11340,1,G767128717561,0
381,M4980760889,D00000093,2022/1/3 10:32,2022/1/3 0:00,R,w5sdu-s46k7-96rfv-hfsxt-r350j,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,70,0.2,2022-01-03 03:43:00,24540,1,G466391591360,0
382,M4492546322,D00000094,2022/1/3 10:48,2022/1/3 0:00,S,jn0w7-qs3zl-u746r-s57ic-vyg40,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,36,0.2,2022-01-03 03:14:00,27240,1,G602775115292,0
383,M2536971948,D00000590,2022/1/14 15:34,2022/1/14 0:00,R,r5ns6-v4irz-ih5n0-ul69z-cl8b3,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,90,0.2,2022-01-14 09:07:00,23220,1,G108994819944,0
384,M161957887,D00000585,2022/1/14 13:48,2022/1/14 0:00,S,62pfj-ci3mv-5yf1z-lhori-o1dpe,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,96,0.2,2022-01-14 08:18:00,19800,1,G680540433286,0
385,M2218932632,D00000105,2022/1/3 14:05,2022/1/3 0:00,S,4f1v3-wk3re-x0k46-j2814-9chxv,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,29,0.2,2022-01-03 08:13:00,21120,1,G103325985557,0
386,M2205302656,D00000631,2022/1/15 10:22,2022/1/15 0:00,S,v2nbi-zdsmk-83m6p-v1x4n-ei18a,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,91,0.2,2022-01-15 06:06:00,15360,1,G321675034971,0
387,M4163384099,D00000655,2022/1/15 19:53,2022/1/15 0:00,R,fly3u-o6zms-xcw1o-fjzmu-cwvgb,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,101,0.2,2022-01-15 13:41:00,22320,1,G429002985213,0
388,M351820008,D00000638,2022/1/15 12:40,2022/1/15 0:00,S,9h38g-6uy72-qtayd-cf8b1-s97nh,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,91,0.2,2022-01-15 05:37:00,25380,1,G712808276429,0
389,M4922856659,D00000706,2022/1/17 2:10,2022/1/17 0:00,S,5k4wq-fem5l-aerzt-jkajb-ex1w7,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,85,0.2,2022-01-16 23:07:00,10980,1,G653,1
390,M513576314,D00000624,2022/1/15 1:10,2022/1/15 0:00,S,22ffa-i5yo8-7zvmf-00cb5-yt5fp,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,101,0.2,2022-01-01 10:38:00,25680,2,G598116365086,0
391,M2545997550,D00000514,2022/1/12 17:20,2022/1/12 0:00,S,sogjd-9v2we-riwef-57pa6-vmxzx,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,82,0.2,2022-01-12 13:03:00,15420,1,G130596,1
392,M2912538263,D00000295,2022/1/7 19:04,2022/1/7 0:00,R,d2026-xdfcc-g3euq-tn952-i8p0t,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,117,0.2,2022-01-07 13:02:00,21720,1,G256946246121,0
393,M409827437,D00000460,2022/1/11 16:30,2022/1/11 0:00,S,9smrs-dl2nu-jaot9-m448s-2nv4q,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,79,0.2,2022-01-11 08:49:00,27660,1,G470919444171,0
394,M135410898,D00000586,2022/1/14 13:55,2022/1/14 0:00,R,aj1j3-ml914-ddqb5-52lvb-nidlf,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,97,0.2,2022-01-14 06:46:00,25740,1,G672458761903,0
395,M339082399,D00000654,2022/1/15 19:13,2022/1/15 0:00,S,t9bs5-127ed-y6frj-jmz6b-q2b1c,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,102,0.2,2022-01-15 12:51:00,22920,1,G041303129563,0
396,M2822648647,D00000510,2022/1/12 14:56,2022/1/12 0:00,S,gn4w5-wakmf-1wm5s-yrdwn-nxt7h,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,104,0.2,2022-01-12 09:17:00,20340,1,G657645772496,0
397,M4803086619,D00000672,2022/1/16 12:11,2022/1/16 0:00,S,fuoct-h1ghi-84vxp-q7e31-13xnc,SYX,KHN,2022/1/15 6:40,PN6317,2022/1/15,PN6317_2022-01-15,101,0.2,2022-01-16 06:13:00,21480,1,G290434800485,0
